timestamp,symbol,step_id,step_title,pattern_condition,pattern_found,close,open,high,low,volume,indicator_values,notes
2025-08-15 11:31:35,AAPL,entry_check,Entry Pattern: Bullish Momentum,EMA_12 crosses above EMA_26 AND RSI between 40-70 AND Volume > 20-period SMA,False,1.18113,1.18279,1.18291,1.18141,6679.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan), 'SMA_VOLUME_20': np.float64(nan)}",
2025-08-15 12:31:35,AAPL,entry_check,Entry Pattern: Bullish Momentum,EMA_12 crosses above EMA_26 AND RSI between 40-70 AND Volume > 20-period SMA,False,1.18419,1.18466,1.18912,1.18423,5488.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan), 'SMA_VOLUME_20': np.float64(nan)}",
2025-08-15 13:31:35,AAPL,entry_check,Entry Pattern: Bullish Momentum,EMA_12 crosses above EMA_26 AND RSI between 40-70 AND Volume > 20-period SMA,False,1.17643,1.17607,1.17723,1.17306,13928.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan), 'SMA_VOLUME_20': np.float64(nan)}",
2025-08-15 14:31:35,AAPL,entry_check,Entry Pattern: Bullish Momentum,EMA_12 crosses above EMA_26 AND RSI between 40-70 AND Volume > 20-period SMA,False,1.17704,1.17483,1.17707,1.17343,7615.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan), 'SMA_VOLUME_20': np.float64(nan)}",
2025-08-15 15:31:35,AAPL,entry_check,Entry Pattern: Bullish Momentum,EMA_12 crosses above EMA_26 AND RSI between 40-70 AND Volume > 20-period SMA,False,1.18375,1.181,1.1827,1.18023,10514.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan), 'SMA_VOLUME_20': np.float64(nan)}",
2025-08-15 16:31:35,AAPL,entry_check,Entry Pattern: Bullish Momentum,EMA_12 crosses above EMA_26 AND RSI between 40-70 AND Volume > 20-period SMA,False,1.17485,1.17579,1.17769,1.174,9333.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan), 'SMA_VOLUME_20': np.float64(nan)}",
2025-08-15 17:31:35,AAPL,entry_check,Entry Pattern: Bullish Momentum,EMA_12 crosses above EMA_26 AND RSI between 40-70 AND Volume > 20-period SMA,False,1.18384,1.181,1.18465,1.17832,11201.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan), 'SMA_VOLUME_20': np.float64(nan)}",
2025-08-15 18:31:35,AAPL,entry_check,Entry Pattern: Bullish Momentum,EMA_12 crosses above EMA_26 AND RSI between 40-70 AND Volume > 20-period SMA,False,1.17772,1.17541,1.17688,1.17227,10925.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan), 'SMA_VOLUME_20': np.float64(nan)}",
2025-08-15 19:31:35,AAPL,entry_check,Entry Pattern: Bullish Momentum,EMA_12 crosses above EMA_26 AND RSI between 40-70 AND Volume > 20-period SMA,False,1.17764,1.17927,1.18279,1.17904,9741.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan), 'SMA_VOLUME_20': np.float64(nan)}",
2025-08-15 20:31:35,AAPL,entry_check,Entry Pattern: Bullish Momentum,EMA_12 crosses above EMA_26 AND RSI between 40-70 AND Volume > 20-period SMA,False,1.18662,1.18734,1.19162,1.18301,12428.0,"{'EMA_12': np.float64(nan), 'EMA_26': np.float64(nan), 'RSI_14': np.float64(nan), 'SMA_VOLUME_20': np.float64(nan)}",
